,id,url,user,date,content,retweet,like,reply,place,coordinates,lang,media,source,quotecount,quotedtweet
467,1385605135125078016,https://twitter.com/MartiniGuyYT/status/1385605135125078016,https://twitter.com/MartiniGuyYT,2021-04-23 14:43:02+00:00,"@maticskhadka feel free! but you don't need to tell me, you can just press unfollow",0,53,4,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
468,1385604953381773314,https://twitter.com/MartiniGuyYT/status/1385604953381773314,https://twitter.com/MartiniGuyYT,2021-04-23 14:42:18+00:00,@CryptoDiffer @smoothswap @DeCusIo @insur_ace @standarddefi @BenqiFinance @xfai_official @nft_alley @naos_finance @kattanatrade @crypto_prophets so many good things to come!!,0,20,1,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
469,1385604669657976834,https://twitter.com/MartiniGuyYT/status/1385604669657976834,https://twitter.com/MartiniGuyYT,2021-04-23 14:41:11+00:00,"Strong bullish divergences across the entire #Crypto markets

Relief if coming, then panic buying, before you know it #Bitcoin is topping $70,000 and institutions bought all the panic sold #Bitcoin",34,454,40,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,
470,1385588631008649219,https://twitter.com/MartiniGuyYT/status/1385588631008649219,https://twitter.com/MartiniGuyYT,2021-04-23 13:37:27+00:00,"I'm going to buy some @coinbase stock today

It has been falling since day 1 and is forming a bottom.

Things don't go down in straight lines or up in straight lines, there are corrections along the way for everything and i think $COIN is certainly overdue for one",4,97,16,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,
471,1385587752129998848,https://twitter.com/MartiniGuyYT/status/1385587752129998848,https://twitter.com/MartiniGuyYT,2021-04-23 13:33:57+00:00,"Inverse Head and Shoulders #Bitcoin 

$48,500 then bounce, no bounce = squeaky bum time",10,221,28,,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,
472,1385584239807275008,https://twitter.com/MartiniGuyYT/status/1385584239807275008,https://twitter.com/MartiniGuyYT,2021-04-23 13:20:00+00:00,"I believe this dump was caused by one of the largest ever #Bitcoin exchange exit scams in turkey 🇹🇷 

I do not believe the USA Tax news is responsible

#Bitcoin as i pointed out in yesterdays video was looking fairly bearish and the exit scam compounded the negative price action",19,296,46,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6,
473,1385584143803817985,https://twitter.com/MartiniGuyYT/status/1385584143803817985,https://twitter.com/MartiniGuyYT,2021-04-23 13:19:37+00:00,"@CityAM Nothing fishy going on there, nothing at all, cash in carrier bags is perfectly normal 😂",0,5,2,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
474,1385582296816828416,https://twitter.com/MartiniGuyYT/status/1385582296816828416,https://twitter.com/MartiniGuyYT,2021-04-23 13:12:17+00:00,At least its a sunny day 😂,6,385,42,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3,
475,1385572844252319744,https://twitter.com/MartiniGuyYT/status/1385572844252319744,https://twitter.com/MartiniGuyYT,2021-04-23 12:34:43+00:00,@blenetas I havent traded XRP in over a week i took profit ages ago,0,5,2,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
476,1385572601377050629,https://twitter.com/MartiniGuyYT/status/1385572601377050629,https://twitter.com/MartiniGuyYT,2021-04-23 12:33:45+00:00,@Aster71658608 You must be new,0,64,4,,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,
